Ranking,Freq.,Characters,Code
1020,1803,繫,%C3%B4
1021,1801,私,%A8p
1022,1801,符,%B2%C5
1023,1799,努,%A7V
1024,1793,堂,%B0%F3
1025,1791,域,%B0%EC
1026,1789,糖,%BF%7D
1027,1788,槍,%BAj
1028,1787,潤,%BC%ED
1029,1783,幅,%B4T
1030,1781,哈,%AB%A2
1031,1779,竟,%B3%BA
1032,1765,澤,%BFA
1033,1764,腦,%B8%A3
1034,1763,壤,%C4%5B
1035,1759,碳,%BA%D2
1036,1758,歐,%BC%DA
1037,1757,側,%B0%BC
1038,1757,遍,%B9M
1039,1756,寨,%B9%EB
1040,1750,干,%A4z
1041,1750,敢,%B4%B1
1042,1747,徹,%B9%FD
1043,1745,惡,%B4c
1044,1745,慮,%BC%7B
1045,1740,斜,%B1%D7
1046,1738,庭,%AEx
1047,1736,納,%AF%C7
1048,1727,于,%A4_
1049,1725,塞,%B6%EB
1050,1722,折,%A7%E9
1051,1722,飼,%B9%7D
1052,1720,伸,%A6%F9
1053,1716,濕,%C0%E3
1054,1716,麥,%B3%C1
1055,1714,荷,%B2%FC
1056,1706,暗,%B7t
1057,1705,瓦,%A5%CB
1058,1691,床,%A7%C9
1059,1690,卡,%A5d
1060,1690,築,%BFv
1061,1688,戶,%A4%E1
1062,1687,塔,%B6%F0
1063,1687,訪,%B3X
1064,1686,透,%B3z
1065,1680,刀,%A4M
1066,1679,旋,%B1%DB
1067,1676,借,%AD%C9
1068,1676,氯,%B4%E2
1069,1676,遇,%B9J
1070,1673,份,%A5%F7
1071,1668,毒,%ACr
1072,1667,泥,%AAd
1073,1666,退,%B0h
1074,1663,洗,%AC%7E
1075,1663,蟲,%C2%CE
1076,1660,擺,%C2%5C
1077,1656,灰,%A6%C7
1078,1649,彩,%B1m
1079,1649,賣,%BD%E6
1080,1648,圈,%B0%E9
1081,1648,耗,%AF%D3
1082,1645,夏,%AEL
1083,1634,擇,%BE%DC
1084,1632,忙,%A6%A3
1085,1632,獻,%C4m
1086,1632,銅,%BB%C9
1087,1631,硬,%B5w
1088,1618,予,%A4%A9
1089,1617,削,%ABd
1090,1617,卷,%A8%F7
1091,1617,繁,%C1c
1092,1611,雪,%B3%B7
1093,1605,亦,%A5%E7
1094,1605,函,%A8%E7
1095,1604,抽,%A9%E2
1096,1596,篇,%BDg
1097,1593,陣,%B0%7D
1098,1591,陰,%B3%B1
1099,1586,丁,%A4B
1100,1585,尺,%A4%D8
1101,1585,追,%B0l
1102,1580,堆,%B0%EF
1103,1578,盛,%B2%B1
1104,1578,雄,%B6%AF
1105,1576,迎,%AA%EF
1106,1575,泛,%AAx
1107,1571,樓,%BC%D3
1108,1571,爸,%AA%A8
1109,1565,避,%C1%D7
1110,1560,謀,%BF%D1
1111,1558,噸,%BE%B7
1112,1556,野,%B3%A5
1113,1553,豬,%BD%DE
1114,1549,旗,%BAX
1115,1548,偏,%B0%BE
1116,1544,典,%A8%E5
1117,1541,館,%C0%5D
1118,1539,索,%AF%C1
1119,1537,秦,%AF%B3
1120,1535,脂,%AF%D7
1121,1533,潮,%BC%E9
1122,1533,爺,%B7%DD
1123,1523,忽,%A9%BF
1124,1520,塑,%B6%EC
1125,1520,遺,%BF%F2
1126,1518,松,%AAQ
1127,1518,累,%B2%D6
1128,1517,愈,%B7U
1129,1517,朱,%A6%B6
1130,1516,替,%B4%C0
1131,1508,纖,%C5%D6
1132,1508,豆,%A8%A7
1133,1507,傾,%B6%C9
1134,1507,粗,%B2%CA
1135,1499,尚,%A9%7C
1136,1499,痛,%B5h
1137,1497,楚,%B7%A1
1138,1497,驚,%C5%E5
1139,1496,壁,%BE%C0
1140,1495,衝,%BD%C4
1141,1493,謝,%C1%C2
1142,1492,奮,%BE%C4
1143,1491,購,%C1%CA
1144,1489,磨,%BFi
1145,1486,君,%A7g
1146,1484,池,%A6%C0
1147,1483,旁,%AE%C7
1148,1482,碎,%B8H
1149,1476,骨,%B0%A9
1150,1469,徵,%BCx
1151,1466,監,%BA%CA
1152,1461,捕,%AE%B7
1153,1460,弟,%A7%CC
1154,1460,胡,%ADJ
1155,1458,暴,%BC%C9
1156,1452,割,%B3%CE
1157,1451,殊,%AE%ED
1158,1451,貫,%B3e
1159,1450,釋,%C4%C0
1160,1449,托,%A6%AB
1161,1449,詞,%B5%FC
1162,1448,頓,%B9y
1163,1446,寶,%C4_
1164,1443,午,%A4%C8
1165,1441,塵,%B9%D0
1166,1440,聞,%BBD
1167,1438,揭,%B4%A6
1168,1438,炮,%AC%B6
1169,1434,殘,%B4%DD
1170,1431,橋,%BE%F4
1171,1428,婦,%B0%FC
1172,1428,綜,%BA%EE
1173,1428,警,%C4%B5
1174,1426,招,%A9%DB
1175,1423,吳,%A7d
1176,1422,付,%A5I
1177,1420,浮,%AFB
1178,1418,遭,%BED
1179,1417,徐,%AE%7D
1180,1414,冬,%A5V
1181,1414,您,%B1z
1182,1413,搖,%B7n
1183,1412,谷,%A8%A6
1184,1405,箱,%BDc
1185,1404,隔,%B9j
1186,1403,訂,%ADq
1187,1402,男,%A8k
1188,1400,吹,%A7j
1189,1394,園,%B6%E9
1190,1393,柱,%ACW
1191,1389,唐,%AD%F0
1192,1389,紛,%AF%C9
1193,1382,敗,%B1%D1
1194,1378,嘴,%BCL
1195,1376,宋,%A7%BA
1196,1371,玻,%AC%C1
1197,1368,巨,%A5%A8
1198,1366,耕,%AF%D1
1199,1362,坦,%A9Z
1200,1361,榮,%BAa
1201,1359,灣,%C6W
1202,1359,閉,%B3%AC
1203,1357,鍵,%C1%E4
1204,1353,剝,%AD%E9
1205,1351,凡,%A4Z
1206,1350,並,%A8%C3
1207,1349,駐,%BEn
1208,1346,救,%B1%CF
1209,1346,鍋,%C1%E7
1210,1342,恩,%AE%A6
1211,1339,凝,%BE%AE
1212,1337,堿,%D8%AC
1213,1336,齒,%BE%A6
1214,1333,截,%BAI
1215,1328,跡,%B8%F1
1216,1328,麻,%B3%C2
1217,1327,禁,%B8T
1218,1327,紡,%AF%BC
1219,1324,廢,%BCo
1220,1318,版,%AA%A9
1221,1315,緩,%BDw
1222,1313,淨,%B2b
1223,1307,睛,%B7%FA
1224,1306,昌,%A9%F7
1225,1305,婚,%B1B
1226,1301,涉,%AFA
1227,1301,筒,%B5%A9
1228,1294,插,%B4%A1
1229,1289,岸,%A9%A4
1230,1289,朗,%AE%D4
1231,1281,莊,%B2%F8
1232,1280,街,%B5%F3
1233,1276,姑,%A9h
1234,1273,貿,%B6T
1235,1270,奴,%A5%A3
1236,1270,煉,%B7%D2
1237,1270,腐,%BBG
1238,1269,啦,%B0%D5
1239,1267,慣,%BAD
1240,1265,乘,%AD%BC
1241,1262,恢,%AB%EC
1242,1261,勻,%A4%C3
1243,1254,梁,%B1%E7
1244,1252,紗,%AF%BD
1245,1242,辯,%C5G
1246,1240,耳,%A6%D5
1247,1237,彪,%B3C
1248,1236,抵,%A9%E8
1249,1236,臣,%A6%DA
1250,1234,億,%BB%F5
1251,1234,脈,%AF%DF
1252,1230,璃,%BC%FE
1253,1229,秀,%A8q
1254,1228,薩,%C2%C4
1255,1227,俄,%ABX
1256,1225,網,%BA%F4
1257,1225,舞,%BBR
1258,1223,店,%A9%B1
1259,1222,噴,%BCQ
1260,1222,縱,%C1a
1261,1221,寸,%A4o
1262,1221,童,%B5%A3
1263,1220,汗,%A6%BD
1264,1217,洪,%ACx
1265,1213,賀,%B6P
1266,1213,閃,%B0%7B
1267,1212,掛,%B1%BE
1268,1211,柬,%ACZ
1269,1210,爆,%C3z
1270,1207,烯,%B2m
1271,1203,勒,%B0%C7
1272,1202,津,%ACz
1273,1202,軋,%AA%EE
1274,1200,稻,%BD_
1275,1199,軟,%B3n
1276,1197,勇,%ABi
1277,1194,像,%B9%B3
1278,1194,杆,%A7%FD
1279,1193,厘,%CD%F9
1280,1193,滾,%BAu
1281,1193,蒙,%BBX
1282,1192,芳,%AA%DA
1283,1191,肯,%AA%D6
1284,1190,坡,%A9Y
1285,1183,腿,%BBL
1286,1181,儀,%BB%F6
1287,1180,旅,%AE%C8
1288,1177,尾,%A7%C0
1289,1175,伙,%A5%EB
1290,1172,蕩,%BF%BA
1291,1170,冰,%A6B
1292,1168,貢,%B0%5E
1293,1167,登,%B5n
1294,1167,黎,%BE%A4
1295,1164,鑽,%C6p
1296,1163,秘,%AF%B5
1297,1160,逃,%B0k
1298,1160,障,%BB%D9
1299,1156,氨,%AE%F2
1300,1152,湯,%B4%F6
1301,1151,郭,%B3%A2
1302,1149,亡,%A4%60
1303,1148,峰,%AEp
1304,1147,幣,%B9%F4
1305,1147,港,%B4%E4
1306,1146,伏,%A5%F1
1307,1145,夢,%B9%DA
1308,1145,畝,%AFa
1309,1145,軌,%ADy
1310,1144,畢,%B2%A6
1311,1143,擦,%C0%BF
1312,1143,莫,%B2%F6
1313,1142,刺,%A8%EB
1314,1142,浪,%AE%F6
1315,1141,援,%B4%A9
1316,1140,株,%AE%E8
1317,1139,健,%B0%B7
1318,1134,售,%B0%E2
1319,1133,股,%AA%D1
1320,1129,采,%AA%F6
1321,1127,島,%AEq
1322,1127,泡,%AAw
1323,1127,甘,%A5%CC
1324,1127,睡,%BA%CE
1325,1123,鑄,%C5%B1
1326,1117,休,%A5%F0
1327,1117,閥,%BB%D6
1328,1112,牧,%AA%AA
1329,1110,繞,%C2%B6
1330,1108,哲,%AD%F5
1331,1108,炸,%AC%B5
1332,1106,磷,%C1C
1333,1104,朋,%AAB
1334,1104,績,%C1Z
1335,1103,淡,%B2H
1336,1101,啟,%B1%D2
1337,1101,尖,%A6y
1338,1101,陷,%B3%B4
1339,1100,柴,%AE%E3
1340,1099,呈,%A7e
1341,1096,徒,%AE%7B
1342,1094,顏,%C3C
1343,1087,淚,%B2%5C
1344,1087,稍,%B5y
1345,1080,忘,%A7%D1
1346,1079,扎,%A4%E3
1347,1079,泵,%AC%A6
1348,1079,藍,%C2%C5
1349,1078,拖,%A9%EC
1350,1076,洞,%AC%7D
1351,1074,弄,%A7%CB
1352,1074,授,%B1%C2
1353,1073,鏡,%C3%E8
1354,1067,埔,%AEH
1355,1066,壯,%A7%A7
1356,1066,辛,%A8%AF
1357,1064,鋒,%BEW
1358,1060,虛,%B5%EA
1359,1060,貧,%B3h
1360,1054,佛,%A6%F2
1361,1052,彎,%C5s
1362,1051,摩,%BC%AF
1363,1051,泰,%AE%F5
1364,1050,匯,%B6%D7
1365,1049,幼,%A5%AE
1366,1045,尊,%B4L
1367,1045,廷,%A7%CA
1368,1038,窗,%B5%A1
1369,1038,綱,%BA%F5
1370,1035,氏,%A4%F3
1371,1035,隸,%C1%F5
1372,1034,疑,%BA%C3
1373,1028,宮,%AEc
1374,1027,姐,%A9j
1375,1027,震,%BE_
1376,1026,瑞,%B7%E7
1377,1025,怪,%A9%C7
1378,1023,尤,%A4%D7
1379,1022,夾,%A7%A8
1380,1022,循,%B4%60
1381,1022,琴,%B5%5E
1382,1021,描,%B4y
1383,1020,膜,%BD%A4
1384,1019,違,%B9H
1385,1018,珠,%AF%5D
1386,1018,緣,%BDt
1387,1018,腰,%B8y
1388,1015,枝,%AAK
1389,1015,森,%B4%CB
1390,1015,窮,%BDa
1391,1015,竹,%A6%CB
1392,1013,溝,%B7%BE
1393,1012,催,%B6%CA
1394,1011,憶,%BE%D0
1395,1011,繩,%C3%B7
1396,1008,邦,%A8%B9
1397,1006,剩,%B3%D1
1398,1005,欄,%C4%E6
1399,1005,漿,%BC%DF
1400,1001,擁,%BE%D6
1401,999,牙,%A4%FA
1402,999,貯,%B6J
1403,998,禮,%C2%A7
1404,997,濾,%C2o
1405,997,鈉,%B6u
1406,991,紋,%AF%BE
1407,989,咱,%AB%A5
1408,986,拍,%A9%E7
1409,986,罷,%BD%7D
1410,980,幸,%A9%AF
1411,976,喊,%B3%DB
1412,976,袖,%B3S
1413,975,埃,%AEJ
1414,973,勤,%B6%D4
1415,972,焦,%B5J
1416,972,罰,%BB%40
1417,971,伍,%A5%EE
1418,971,潛,%BC%E7
1419,970,墨,%BE%A5
1420,966,縫,%C1_
1421,961,姓,%A9m
1422,960,刊,%A5Z
1423,959,畜,%AFb
1424,959,飽,%B9%A1
1425,956,獎,%BC%FA
1426,956,鋁,%BET
1427,955,余,%A7E
1428,954,鬼,%B0%AD
1429,953,麗,%C4R
1430,952,挖,%AB%F5
1431,952,跨,%B8%F3
1432,952,默,%C0q
1433,950,鏈,%C3%EC
1434,949,仿,%A5%E9
1435,947,掃,%B1%BD
1436,946,喝,%B3%DC
1437,941,袋,%B3U
1438,939,殼,%B4%DF
1439,939,炭,%AC%B4
1440,937,幕,%B9%F5
1441,937,諸,%BD%D1
1442,935,弧,%A9%B7
1443,933,污,%A6%C3
1444,928,勵,%C0y
1445,922,梅,%B1%F6
1446,920,奶,%A5%A4
1447,919,潔,%BC%E4
1448,919,災,%A8a
1449,919,舟,%A6%E0
1450,918,鑒,%C5%B3
1451,917,苯,%ADf
1452,917,訟,%B3%5E
1453,916,抱,%A9%EA
1454,916,毀,%B7%B4
1455,913,懂,%C0%B4
1456,909,寒,%B4H
1457,907,智,%B4%BC
1458,904,寄,%B1H
1459,903,屆,%A9%A1
1460,903,躍,%C5D
1461,902,挑,%ACD
1462,902,渡,%B4%E7
1463,900,丹,%A4%A6
1464,900,艱,%C1%7D
1465,897,貝,%A8%A9
1466,896,拔,%A9%DE
1467,896,爹,%AFR
1468,894,戴,%C0%B9
1469,889,碼,%BDX
1470,888,芽,%AA%DE
1471,883,碰,%B8I
1472,883,赤,%A8%AA
1473,882,漁,%BA%AE
1474,880,哭,%AD%FA
1475,880,鉛,%B9%5D
1476,879,敬,%B7q
1477,878,顆,%C1%FB
1478,877,奔,%A9b
1479,875,欲,%B1%FD
1480,871,仲,%A5%F2
1481,871,柯,%AC_
1482,870,稀,%B5%7D
1483,870,虎,%AA%EA
1484,868,妹,%A9f
1485,867,乏,%A5F
1486,866,珍,%AC%C3
1487,865,桌,%AE%E0
1488,865,申,%A5%D3
1489,865,遵,%BF%ED
1490,864,允,%A4%B9
1491,863,螺,%C1%B3
1492,863,隆,%B6%A9
1493,860,倉,%AD%DC
1494,860,魏,%C3Q
1495,857,曉,%BE%E5
1496,857,銳,%BEU
1497,856,征,%A9%BA
1498,853,兼,%AD%DD
1499,853,氮,%B4%E1
1500,853,隱,%C1%F4
1501,852,牆,%C0%F0
1502,852,礙,%C3%AA
1503,852,赫,%BB%AE
1504,851,忠,%A9%BE
1505,851,撥,%BC%B7
1506,850,准,%AD%E3
1507,850,肅,%B5%C2
1508,849,缸,%AC%FB
1509,848,搶,%B7m
1510,848,牽,%B2o
1511,846,博,%B3%D5
1512,846,巧,%A5%A9
1513,844,兄,%A5S
1514,843,杜,%A7%F9
1515,843,訊,%B0T
1516,842,誠,%B8%DB
1517,841,碧,%BA%D1
1518,841,祥,%B2%BB
1519,839,頁,%AD%B6
1520,838,巡,%A8%B5
1521,837,矩,%AFx
1522,835,尋,%B4M
1523,835,悲,%B4d
1524,835,灌,%C4%E9
1525,835,齡,%C4%D6
1526,834,倫,%AD%DB
1527,834,票,%B2%BC
1528,830,桂,%AE%DB
1529,830,聖,%B8t
1530,829,恰,%AB%EA
1531,829,恐,%AE%A3
1532,827,鄭,%BEG
1533,825,趣,%BD%EC
1534,824,抬,%A9%EF
1535,822,荒,%AF%EE
1536,822,貼,%B6K
1537,822,騰,%C4%CB
1538,821,柔,%ACX
1539,819,滴,%BAw
1540,818,呵,%A8%FE
1541,818,猛,%B2r
1542,815,輛,%BD%F8
1543,815,闊,%C1%EF
1544,809,勁,%ABl
1545,807,妻,%A9d
1546,806,填,%B6%F1
1547,804,撤,%BAM
1548,803,儲,%C0x
1549,800,舍,%AA%D9
1550,799,淺,%B2L
1551,798,鬧,%BEx
1552,796,擾,%C2Z
1553,796,紫,%B5%B5
1554,796,讚,%C6g
1555,795,砂,%AC%E2
1556,794,戲,%C0%B8
1557,794,遞,%BB%BC
1558,793,吊,%A6Q
1559,793,陶,%B3%B3
1560,792,伐,%A5%EF
1561,789,療,%C0%F8
1562,788,瓶,%B2%7E
1563,787,婆,%B1C
1564,787,臂,%C1u
1565,785,撫,%BC%BE
1566,784,摸,%BAN
1567,783,忍,%A7%D4
1568,783,蝦,%BD%BC
1569,780,胸,%AF%DD
1570,780,鄰,%BEF
1571,779,偶,%B0%B8
1572,779,擠,%C0%BD
1573,779,棄,%B1%F3
1574,779,鞏,%BEd
1575,777,鋪,%BEQ
1576,776,乳,%A8%C5
1577,776,槽,%BC%D1
1578,776,鬆,%C3P
1579,775,仁,%A4%AF
1580,775,吉,%A6N
1581,775,鄧,%BEH
1582,774,熔,%BA%B2
1583,774,爛,%C4%EA
1584,774,磚,%BFj
1585,773,租,%AF%B2
1586,772,簽,%C3%B1
1587,770,烏,%AFQ
1588,769,艦,%C4%A5
1589,767,伴,%A6%F1
1590,767,瓜,%A5%CA
1591,765,丙,%A4%FE
1592,762,暫,%BC%C8
1593,762,燥,%C0%EA
1594,761,譜,%C3%D0
1595,760,橡,%BE%F3
1596,756,暖,%B7x
1597,756,柳,%ACh
1598,756,牌,%B5P
1599,756,秧,%AF%B1
1600,756,縴,%C1d
1601,756,迷,%B0g
1602,755,膽,%C1x
1603,755,詳,%B8%D4
1604,753,簧,%C2%AE
1605,753,踏,%BD%F1
1606,751,呆,%A7b
1607,750,瓷,%B2%A1
1608,743,賓,%BB%AB
1609,740,洛,%AC%A5
1610,740,糊,%BDk
1611,736,憤,%BC%AB
1612,736,競,%C4v
1613,733,隙,%BB%D8
1614,732,怒,%AB%E3
1615,731,粘,%D6%DF
1616,730,乃,%A4D
1617,730,緒,%BA%FC
1618,729,肩,%AA%D3
1619,727,籍,%C4y
1620,727,輝,%BD%F7
1621,725,敏,%B1%D3
1622,722,熙,%BA%B3
1623,721,皆,%AC%D2
1624,717,桿,%B1%EC
1625,716,偵,%B0%BB
1626,714,懸,%C4a
1627,712,掘,%B1%B8
1628,711,享,%A8%C9
1629,710,糾,%AA%C8
1630,709,醒,%BF%F4
1631,708,狂,%A8g
1632,708,鎖,%C2%EA
1633,707,恨,%AB%EB
1634,707,牲,%AC%B9
1635,705,霸,%C5Q
1636,704,誌,%BBx
1637,700,爬,%AA%A6
1638,699,賞,%BD%E0
1639,698,玩,%AA%B1
1640,698,逆,%B0f
1641,696,陵,%B3%AE
1642,694,祝,%AF%AC
1643,693,浙,%AE%FD
1644,693,秒,%AC%ED
1645,692,貌,%BB%AA
1646,691,役,%A7%D0
1647,690,彼,%A9%BC
1648,689,悉,%B1x
1649,687,冒,%AB_
1650,687,鴨,%C0n
1651,686,蠟,%C4%FA
1652,685,趨,%C1%CD
1653,684,塗,%B6%EE
1654,684,鳳,%BB%F1
1655,683,晨,%B1%E1
1656,680,輩,%BD%FA
1657,679,秩,%AF%B4
1658,678,卵,%A7Z
1659,678,署,%B8p
1660,675,梯,%B1%E8
1661,675,炎,%AA%A2
1662,674,灘,%C5y
1663,673,篩,%BFz
1664,673,驅,%C5X
1665,672,峽,%AEl
1666,670,啥,%D4%A3
1667,670,壽,%B9%D8
1668,670,譯,%C4%B6
1669,667,浸,%AE%FB
1670,665,泉,%ACu
1671,664,帽,%B4U
1672,663,硅,%D6%BA
1673,663,遲,%BF%F0
1674,662,疆,%C3%A6
1675,661,棋,%B4%D1
1676,661,貸,%B6U
1677,660,漏,%BA%7C
1678,659,冠,%ABa
1679,659,嫩,%B9%E0
1680,659,稿,%BDZ
1681,659,脅,%AF%D9
1682,659,芯,%AA%E4
1683,657,牢,%A8c
1684,656,叛,%ABq
1685,656,蝕,%BBk
1686,655,奧,%B6%F8
1687,654,鳴,%BB%EF
1688,652,嶺,%C0%AD
1689,652,羊,%A6%CF
1690,647,憑,%BE%CC
1691,646,串,%A6%EA
1692,646,塘,%B6%ED
1693,645,繪,%C3%B8
1694,645,融,%BF%C4
1695,645,酵,%BB%C3
1696,643,盆,%AC%D6
1697,643,錫,%BF%FC
1698,641,廟,%BCq
1699,640,凍,%AD%E1
1700,640,攝,%C4%E1
1701,640,籌,%C4w
1702,640,輔,%BB%B2
1703,639,襲,%C5%A7
1704,637,拒,%A9%DA
1705,637,筋,%B5%AC
1706,634,僚,%B9%B1
1707,627,旱,%A7%F2
1708,627,鉀,%B9%5B
1709,626,漆,%BA%A3
1710,626,鳥,%B3%BE
1711,624,眉,%AC%DC
1712,623,添,%B2K
1713,623,疏,%B2%A8
1714,622,棒,%B4%CE
1715,621,穗,%C1J
1716,618,埋,%AEI
1717,618,硝,%B5v
1718,617,韓,%C1%FA
1719,616,僑,%B9%B4
1720,616,扭,%A7%E1
1721,616,逼,%B9G
1722,614,挺,%AE%BC
1723,614,涼,%B2D
1724,613,栽,%AE%E2
1725,613,碗,%B8J
1726,612,炒,%AA%A3
1727,611,杯,%AAM
1728,610,勸,%C4U
1729,610,患,%B1w
1730,610,贊,%C3%D9
1731,610,餾,%C3H
1732,609,豪,%BB%A8
1733,609,遼,%BF%F1
1734,608,勃,%ABk
1735,607,鴻,%C2E
1736,606,吏,%A6O
1737,606,旦,%A5%B9
1738,605,拜,%AB%F4
1739,605,狗,%AA%AF
1740,602,輥,%BE%40
1741,601,掩,%B1%BB
1742,601,飲,%B6%BC
1743,600,搬,%B7h
1744,598,罵,%BD%7C
1745,596,勾,%A4%C4
1746,596,辭,%C3%E3
1747,595,扣,%A6%A9
1748,594,丈,%A4V
1749,594,估,%A6%F4
1750,594,絨,%B5%B3
1751,594,蔣,%BD%B1
1752,594,霧,%C3%FA
1753,593,麵,%C4%D1
1754,592,姆,%A9i
1755,592,擬,%C0%C0
1756,592,朵,%A6%B7
1757,590,宇,%A6t
1758,589,輯,%BF%E8
1759,588,陝,%B0%A2
1760,587,番,%B5f
1761,587,雕,%C0J
1762,586,償,%C0v
1763,586,蓄,%BBW
1764,583,剪,%B0%C5
1765,583,崇,%B1R
1766,581,倡,%AD%D2
1767,581,咬,%ABr
1768,581,廳,%C6U
1769,579,薯,%C1%A6
1770,579,駛,%BEp
1771,578,刷,%A8%EA
1772,576,斥,%A5%B8
1773,576,賦,%BD%E1
1774,575,奉,%A9%5E
1775,574,扇,%AE%B0
1776,574,曼,%B0%D2
1777,574,沈,%A8H
1778,574,漫,%BA%A9
1779,574,澆,%BC%E5
1780,573,鈣,%B6t
1781,572,桃,%AE%E7
1782,569,仔,%A5J
1783,569,扶,%A7%DF
1784,568,俗,%ABU
1785,568,返,%AA%F0
1786,567,虧,%C1%AB
1787,565,腔,%B5%C4
1788,565,鞋,%BEc
1789,563,叔,%A8%FB
1790,563,悄,%AE%A8
1791,563,撞,%BC%B2
1792,563,框,%AE%D8
1793,563,覆,%C2%D0
1794,562,週,%B6g
1795,562,騙,%C4F
1796,561,勘,%B0%C9
1797,560,旺,%A9%F4
1798,558,沸,%AAm
1799,556,孤,%A9t
1800,555,黏,%C2H
1801,554,吐,%A6R
1802,551,孟,%A9s
1803,551,屈,%A9%7D
1804,551,渠,%B4%EB
1805,550,仰,%A5%F5
1806,550,妙,%A7%AE
1807,550,惜,%B1%A4
1808,550,疾,%AFe
1809,550,辟,%B9%40
1810,549,狠,%AC%BD
1811,548,脹,%B5%C8
1812,546,諧,%BF%D3
1813,544,拋,%A9%DF
1814,543,喂,%B3%DE
1815,543,霉,%BE%60
1816,542,桑,%AE%E1
1817,541,哩,%AD%F9
1818,541,衰,%B0I
1819,540,嘛,%B9%C0
1820,540,崗,%B1%5E
1821,539,棱,%D9%B1
1822,539,滲,%BA%AF
1823,539,盜,%B5s
1824,538,髒,%C5%BC
1825,537,賴,%BF%E0
1826,535,甜,%B2%A2
1827,534,曹,%B1%E4
1828,533,閱,%BE%5C
1829,532,厲,%BCF
1830,532,肌,%A6%D9
1831,530,烴,%D6L
1832,528,巷,%AB%D1
1833,528,毅,%BC%DD
1834,528,緯,%BDn
1835,527,昨,%ACQ
1836,526,偽,%B0%B0
1837,525,煮,%B5N
1838,525,症,%AFg
1839,524,搭,%B7f
1840,523,釘,%B0v
1841,521,莖,%B2%F4
1842,520,籠,%C5%A2
1843,519,嘆,%B9%C4
1844,519,綸,%BA%FA
1845,519,酷,%BB%C5
1846,519,鬍,%C4G
1847,518,偷,%B0%BD
1848,516,弓,%A4%7D
1849,516,錐,%C0%40
1850,514,恒,%F9%DA
1851,513,遊,%B9C
1852,512,坑,%A7%7C
1853,511,鼻,%BB%F3
1854,510,敘,%B1%D4
1855,510,獄,%BA%BB
1856,510,翼,%C1l
1857,509,絡,%B5%B8
1858,509,逮,%B6e
1859,508,湧,%B4%E9
1860,507,罐,%C5%F8
1861,506,抑,%A7%ED
1862,506,棚,%B4%D7
1863,506,膨,%BF%B1
1864,505,寺,%A6x
1865,505,砌,%AC%E4
1866,505,蔬,%BD%AD
1867,505,驟,%C6J
1868,504,穆,%BFp
1869,501,冶,%A7M
1870,500,枯,%AC%5C
1871,497,凸,%A5Y
1872,496,紳,%B2%D4
1873,495,坯,%CB%F2
1874,495,焰,%B5K
1875,495,犧,%C4%EB
1876,493,冊,%A5U
1877,493,轟,%C5F
1878,492,緻,%BDo
1879,491,晉,%AE%CA
1880,490,瘦,%BDG
1881,489,喪,%B3%E0
1882,489,壟,%C3b
1883,489,錠,%BF%F5
1884,489,錦,%C0A
1885,488,旬,%A6%AF
1886,487,鍛,%C1%EB
1887,480,邀,%C1%DC
1888,479,欣,%AAY
1889,478,亭,%ABF
1890,478,酯,%E0%AD
1891,477,舒,%B5%CE
1892,477,邁,%C1%DA
1893,476,憂,%BC%7E
1894,476,脆,%AF%DC
1895,476,閒,%B6%A2
1896,475,撲,%BC%B3
1897,475,漲,%BA%A6
1898,475,羽,%A6%D0
1899,475,酚,%D7%F4
1900,475,頑,%B9x
1901,474,卸,%A8%F8
1902,472,拌,%A9%D5
1903,471,仗,%A5M
1904,470,陪,%B3%AD
1905,468,姚,%AB%C0
1906,468,懲,%C3g
1907,468,杭,%AAC
1908,467,捉,%AE%BB
1909,467,肚,%A8%7B
1910,466,飄,%C4%C6
1911,464,漂,%BA%7D
1912,463,搜,%B7j
1913,462,吾,%A7%5E
1914,462,昆,%A9%F8
1915,462,欺,%B4%DB
1916,461,郎,%AD%A6
1917,460,汁,%A5%C4
1918,460,烷,%D6J
1919,456,蕭,%BF%BD
1920,456,郵,%B6l
1921,456,雅,%B6%AE
1922,456,飾,%B9%A2
1923,454,屍,%AB%CD
1924,454,燕,%BFP
1925,454,遷,%BEE
1926,453,姻,%AB%C3
1927,453,撒,%BC%BB
1928,452,赴,%ADu
1929,451,宴,%AEb
1930,450,債,%B6%C5
1931,450,帳,%B1b
1932,450,煩,%B7%D0
1933,449,斑,%B4%B3
1934,449,旨,%A6%AE
1935,449,鈴,%B9a
1936,448,醇,%BEJ
1937,447,董,%B8%B3
1938,446,姿,%AB%BA
1939,446,雛,%C2%FA
1940,446,餅,%BB%E6
1941,445,傅,%B3%C5
1942,443,妥,%A7%B4
1943,443,腹,%B8%A1
1944,442,拆,%A9%EE
1945,442,捅,%D1%B6
1946,442,揉,%B4%7C
1947,442,澱,%BE%FD
1948,442,賢,%BD%E5
1949,441,歪,%ACn
1950,440,葡,%B8%B2
1951,438,丟,%A5%E1
1952,438,徽,%C0%B2
1953,438,浩,%AFE
1954,438,胺,%D3i
1955,437,墊,%B9%D4
1956,437,昂,%A9%F9
1957,436,擋,%BE%D7
1958,435,覽,%C4%FD
1959,434,貪,%B3g
1960,433,慰,%BC%A2
1961,433,抹,%A9%D9
1962,432,繳,%C3%BA
1963,431,馮,%B6%BE
1964,430,樑,%BC%D9
1965,429,汪,%A8L
1966,428,慌,%B7W
1967,427,諾,%BF%D5
1968,426,姜,%AB%B8
1969,426,誼,%BD%CB
